C0/date,C0/min,C0/max,C0/mean,C0/stDev,C0/sampleCount,C0/noDataCount,C0/median,C0/p10,C0/p90,C0/cloudCoveragePercent
2020-09-30T00:00:00.000Z,0.061906568706035614,0.4232044219970703,0.1842280031362576,0.08136837283492168,294,160,0.18756815791130066,0.07813733071088791,0.28196981549263,100
2020-10-05T00:00:00.000Z,0.16449971497058868,0.8897637724876404,0.6536566227007266,0.1642688668998857,294,160,0.6834388375282288,0.44825565814971924,0.8640569448471069,0
2020-10-10T00:00:00.000Z,0.15608075261116028,0.8270058631896973,0.6020908198917089,0.14096594322733164,294,160,0.6101964712142944,0.4247598648071289,0.7992439866065979,0
2020-10-15T00:00:00.000Z,0.20233051478862762,0.8566271066665649,0.628881753714227,0.13067099800250045,294,160,0.6256456971168518,0.47512149810791016,0.8163139224052429,0
2020-10-20T00:00:00.000Z,-0.037647902965545654,-0.0031282585114240646,-0.02246332346155906,0.006829232211395419,294,160,-0.022813688963651657,-0.031654033809900284,-0.013726146891713142,100
2020-10-25T00:00:00.000Z,-0.013742071576416492,0.007299270015209913,-0.001007941181627241,0.0044965846924922,294,160,-0.0005558643606491387,-0.006666666828095913,0.0049005476757884026,100
2020-10-30T00:00:00.000Z,0.09923664480447769,0.12925170361995697,0.11535321665343953,0.006578682985327644,294,160,0.11512027680873871,0.10738831758499146,0.12341197580099106,100
2020-11-04T00:00:00.000Z,0.06327033787965775,0.30643126368522644,0.14775988598590462,0.05429873979826338,294,160,0.14850036799907684,0.08079469949007034,0.2134939730167389,100
2020-11-09T00:00:00.000Z,0.0392380952835083,0.1090909093618393,0.0698230785609626,0.014573348049269004,294,160,0.06823529303073883,0.05379408597946167,0.08892355859279633,100
2020-11-14T00:00:00.000Z,0.17281179130077362,0.8460850119590759,0.5265992068087881,0.21072414255079452,294,160,0.5317570567131042,0.25156792998313904,0.8115330338478088,67.16417910447757
2020-11-19T00:00:00.000Z,0.25925925374031067,0.8731323480606079,0.6239184154503382,0.14271875912935908,294,160,0.6385998129844666,0.42491382360458374,0.8100000023841858,51.49253731343283
2020-11-24T00:00:00.000Z,-0.07789317518472672,0.04195026308298111,-0.01436509941478691,0.025761629607943034,294,160,-0.01100208144634962,-0.04918032884597778,0.018528632819652557,100
2020-11-29T00:00:00.000Z,-0.003631561528891325,0.0928143709897995,0.037596973608797005,0.019538799590370182,294,160,0.03561116382479668,0.015810277312994003,0.06622998416423798,100
2020-12-04T00:00:00.000Z,0.14736013114452362,0.35329341888427734,0.22531678872321967,0.058431776462620606,294,160,0.21736226975917816,0.15752895176410675,0.30975142121315,100
2020-12-09T00:00:00.000Z,0.1634146273136139,0.9002848863601685,0.7245275516118576,0.14483909968123182,294,160,0.7636815905570984,0.5575757622718811,0.886637806892395,0
2020-12-14T00:00:00.000Z,0.12661653757095337,0.9076808094978333,0.7334629918879538,0.15326299734010385,294,160,0.7780556678771973,0.5352509617805481,0.8873893022537231,0
2020-12-19T00:00:00.000Z,0.30287984013557434,0.7310715913772583,0.5817164749796712,0.09522048033033177,294,160,0.5928115248680115,0.47546347975730896,0.7054945230484009,0
2020-12-24T00:00:00.000Z,0.16923077404499054,0.3080168664455414,0.2134780201004512,0.027532873043903137,294,160,0.20399579405784607,0.18781456351280212,0.25596389174461365,100
2021-01-03T00:00:00.000Z,0.09565217047929764,0.9060503840446472,0.7365028588518276,0.15221917173265886,294,160,0.7803871631622314,0.5550732612609863,0.8822567462921143,0
2021-01-08T00:00:00.000Z,0.11797261983156204,0.8797792792320251,0.7096651082497033,0.1474279999850111,294,160,0.7535850405693054,0.517418622970581,0.8570212721824646,0
2021-01-13T00:00:00.000Z,0.14142538607120514,0.8999612331390381,0.7188985277690108,0.1572208883054335,294,160,0.7742419838905334,0.5277155041694641,0.8754166960716248,0
2021-01-18T00:00:00.000Z,0.178006112575531,0.7969944477081299,0.4818185176422346,0.16450737392470033,294,160,0.47804707288742065,0.2570616900920868,0.7153351902961731,0
2021-01-23T00:00:00.000Z,0.2705749571323395,0.8380631804466248,0.5970057140090574,0.13031252920635436,294,160,0.6037079691886902,0.4360746443271637,0.7643651962280273,11.194029850746265
2021-01-28T00:00:00.000Z,0.2401392161846161,0.8763430118560791,0.7001641826398337,0.14378809476100776,294,160,0.7326706647872925,0.512665867805481,0.858793318271637,0
2021-02-02T00:00:00.000Z,0.14569535851478577,0.8941459655761719,0.6994652973849379,0.15652109189228391,294,160,0.7352043986320496,0.5055264830589294,0.8727915287017822,0
2021-02-07T00:00:00.000Z,0.07066719233989716,0.20281124114990234,0.12873326714581515,0.027125297117895113,294,160,0.1309719979763031,0.0902169793844223,0.1607675850391388,100
2021-02-12T00:00:00.000Z,0.08502772450447083,0.409030556678772,0.1829051618366988,0.07319368839012913,294,160,0.145853191614151,0.11809045076370239,0.28137466311454773,100
2021-02-17T00:00:00.000Z,0.1778523474931717,0.8331608176231384,0.6493617656515605,0.13662682896338582,294,160,0.6705882549285889,0.4893248677253723,0.807889461517334,0
2021-02-22T00:00:00.000Z,0.07021276652812958,0.11348464339971542,0.08777417359289838,0.011786104502856198,294,160,0.08351648598909378,0.0740065649151802,0.10470274835824966,100
2021-02-27T00:00:00.000Z,0.2018890231847763,0.9007618427276611,0.6989171752956375,0.15507188300847494,294,160,0.721106231212616,0.5220908522605896,0.8809730410575867,0
2021-03-04T00:00:00.000Z,-0.005025125574320555,0.05791299790143967,0.01959984483624767,0.014385802281159413,294,160,0.018146149814128876,0.002213368657976389,0.038089822977781296,100
2021-03-09T00:00:00.000Z,0.2549199163913727,0.8256216645240784,0.6390675882350156,0.1358920673892273,294,160,0.6419987082481384,0.4735562205314636,0.8090031147003174,0
2021-03-14T00:00:00.000Z,0.09870591014623642,0.864854633808136,0.6541203528976265,0.15993101413426028,294,160,0.6648433804512024,0.462091863155365,0.8495950698852539,0
2021-03-19T00:00:00.000Z,0.16857284307479858,0.4687735140323639,0.2711419335274554,0.07560613283176211,294,160,0.24812030792236328,0.19329388439655304,0.386212021112442,100
